q1 10136:1:148982
quaequ 10800:11:2289,19264,19268,72335,103390,143803,222720,235825,240645,254766,265104;10219:1:44006;11010:1:84301;10133:3:1028,1030,1032;10088:1:18707;10835:1:38996;10602:6:35895,35994,36000,36003,36255,36257
quaer 10800:1:138262;10801:2:12223,38226;10598:1:32451
quaera 10800:1:5823
quaeram 10800:2:61645,158651
quaerat 10800:3:178434,220327,268090
quaercetan 10800:1:252311
quaereb 10800:2:136743,157591;10955:1:42984
quaeremu 10602:1:36292
quaeren 10800:1:55892;10673:1:26717;11242:1:48156
quaerenda 10800:1:246139;10695:1:14310
quaerendi 10800:1:112739
quaerendo 11100:1:4263
quaerendu 10800:1:218317
quaerent 10800:2:61465,256503;10656:1:44801
quaerenti 10835:1:38402;10602:1:36303
quaerer 10800:2:69401,252331;10835:2:38022,38823
quaereret 10673:1:31106
quaereretur 10800:1:266899
quaeri 10800:7:38810,81338,110831,134583,225129,249346,268183;11256:1:26566
quaerimu 10800:4:132644,150676,225532,228678
quaerit 10800:5:196893,218249,218255,236830,252226;10741:1:3387;10451:2:55565,55643;10673:1:17674;10058:1:23352;10835:1:38849;10602:1:36077
quaeritant 10800:1:207052
quaeritet 10800:1:231096
quaerito 10800:1:53498;10703:1:72627
quaeritur 10800:5:131882,143562,148881,201010,271979
quaero 10800:1:249819;10835:1:38728
quaerro 10800:1:69714
quaerunt 10800:9:37141,66880,182035,215020,243833,248552,264213,270725,273989
quaesanguifugi 10800:1:254542
quaesicam 10636:1:130547
quaesierit 10069:1:2954
quaesit 10800:1:184253;10703:1:84264
quaesita 10800:1:99715
quaesitam 10741:1:7081
quaesiti 10800:2:232801,240681
quaesitum 10602:2:36266,36279
quaesiui 10673:1:26085
quaesiuit 10673:2:23841,23975
quaesiveri 10357:2:2445,43994;10800:1:251101
quaesivi 10800:1:272989
quaesivimu 10800:1:255099
quaesivit 10800:2:100970,176521;10489:1:7903
quaeso 10800:5:191714,229942,248128,262856,267298;10550:5:2476,2478,2515,4662,4897;10703:1:83536;11080:1:59523;10602:1:36971
quaest 10800:41:34748,34943,50197,75429,83981,84091,84841,90981,90983,127975,134033,134035,134036,140599,142021,152872,156581,163560,164831,173867,184578,190366,211869,212068,216996,220400,222712,223653,226491,232656,234573,234592,239653,241548,241907,250159,250238,257317,259046,259849,273426;11010:2:3609,89976;10703:1:83137;10851:1:43950;10846:2:5932,5943;11256:1:39173
quaestio 10800:1:222888;10591:1:8518;10860:5:26697,26906,26925,26975,27878;10655:4:6293,6295,6360,6397;11256:3:6464,34072,34372
quaestion 10800:1:220444;11100:1:19119;10860:1:26923;10655:3:6234,6392,6399;11256:2:26143,34057
quaestioni 10860:2:26989,27006;10655:2:6288,6612
quaestionibu 10800:1:215597
quaestionum 10800:1:244821
quaestor 10800:4:19140,45544,112510,112520;10828:8:22343,27539,32473,32541,32643,32660,41094,42016;10484:9:363,1796,1931,3252,4888,5129,5136,5181,25052;10860:14:4060,5973,5980,6268,13409,17635,18541,22969,26182,26190,26197,26206,26219,26572;10657:11:12905,13713,30567,32343,36507,43555,43918,45294,50520,55862,59719;10522:3:176,5439,6667;10907:24:1053,1966,17636,17639,17733,21673,31436,37192,37968,40886,46037,47669,51304,56203,56373,57325,61070,65593,66766,67080,69675,75183,82144,82567;10114:11:3043,36669,37684,41925,43201,43795,49550,50133,60695,63617,64104;10883:27:2114,3613,6581,6635,8271,8273,8286,10631,12200,12380,13214,14046,17156,17488,17887,20165,20903,20977,25169,25514,25518,27735,28915,29993,36285,39155,39179;10703:4:11234,11259,11330,53134;11256:4:8083,8170,17874,24483;11080:18:4132,4943,6100,9275,11269,12264,14981,20800,21746,22591,28826,29249,32511,45359,45377,45533,45986,47580;10162:15:3716,6700,9708,11391,11641,15723,16137,16162,16169,16178,16642,17609,18447,18469,19572
quaestori 10846:1:7131
quaestorian 11080:1:28991
quaestorship 10484:1:1790;10860:4:272,831,6021,26199;10114:1:60773;10883:1:25168;10703:4:2619,56210,58534,62354;10890:1:15899;10846:1:5814;11256:4:6407,9780,34060,36471;11080:2:4895,4909;10162:1:11849
quaestu 10800:4:4757,116218,183237,193033;10703:1:66781
quaestui 10800:2:193061,215392;10088:1:26192
quaestum 10800:1:247470;10435:1:29626
quaesumu 10058:4:7479,21152,25983,26127
quaevi 10800:1:61277
quaf 10587:1:17947;10550:2:10596,12068;10619:1:9316;10037:1:971;10751:1:6933;12383:1:9949;10345:1:7213;10554:1:25131;10435:1:2221;10596:3:3220,7967,7970;10095:1:11428;10491:1:1694;11029:3:10850,11372,11684;10135:1:10174;10336:1:39463;10483:1:6650;10118:1:26168;10131:1:1378;10327:1:20521;10315:3:13699,18414,18754;10467:3:4756,5195,5204;10712:1:57877;10854:1:2201;10471:1:2815;11196:1:20399;10677:1:20156;10106:1:1117;11230:1:4906;11225:1:4604;10148:5:865,2483,5869,28588,40094;11082:3:6257,25862,47157;11123:1:34313;11043:2:675,8804;11254:1:9923;10957:1:17866;10947:1:20135;10370:2:13055,13137;10358:1:21105;11085:1:13197;11091:1:941;11250:1:31655;10577:1:35914;11118:1:10071
quaff 10587:3:5884,11891,20995;10550:1:11014;10222:1:17222;10578:2:5571,24684;10778:1:4946;10745:2:26177,26178;10219:1:38257;10026:1:3460;10636:1:60785;10421:2:5633,5674;10031:2:3995,3996;10025:1:16913;10095:1:21127;10491:1:2462;11215:1:9546;10490:2:5783,9882;10479:1:717;10121:3:8369,8929,10221;10135:1:10634;10091:1:4670;10315:3:22848,58480,61721;10671:1:13381;10921:1:33715;11236:1:1966;10515:1:1981;10887:1:5590;10851:1:12188;10925:3:836,3674,6397;10846:1:5076;10216:1:2652;11054:1:13918;10148:1:1766;10161:1:22344;10997:1:17887;11123:3:34955,34991,42056;12370:1:31888;11122:2:64178,64179;11091:3:3621,10587,16825;10577:1:36721;10763:1:22301;10818:1:13616
quaffer 10712:1:52228
quag 10380:3:41311,41319,41538;10912:1:2776;10064:1:46841
quagga 11251:2:41071,41538
quaggi 10321:3:1795,8490,24133;10161:1:27381;11119:1:48926
quagmir 10974:1:22985;10381:1:52254;11106:2:31913,31932;11112:1:2211;10556:2:13101,24217;12380:1:2654;11058:2:10559,28229;10970:1:5331;10025:1:12734;10692:1:23955;11229:2:13702,34123;10928:2:7496,7576;10135:2:7417,8120;10643:1:17595;10077:1:12121;10467:2:2888,43678;10856:1:7924;10062:4:23964,39761,42215,45151;10738:1:14364;10935:2:27935,28517;10699:1:58294;10840:1:5561;11223:1:14154;11196:1:5353;10924:1:51286;10851:1:36171;10138:1:32558;11146:1:10988;10098:1:23388;10996:1:3772;10014:1:4178;11256:1:8759;10612:1:17942;11041:1:4530;10217:2:3269,12785;11255:2:26367,26369;11122:1:26129;10770:2:23369,34522;10364:1:1313;11119:1:105233;11086:1:14800;10818:2:18019,18706;12377:1:11777
quahatemallan 10803:1:12486
quahock 10222:1:11382
quahtah 11057:1:17592;10358:1:7656
quahuitl 11029:1:13387
quahutemallan 10803:4:12541,12877,12899,13275
quahutimoc 10803:2:13155,13203
quai 10974:2:1617,1804;10784:1:1475;10800:1:261661;10626:1:6519;10381:37:3439,3451,4179,6985,7922,9593,10015,12371,12378,12605,12988,13750,13834,17011,17642,17666,17671,18251,18370,18391,18838,18909,19736,21815,28302,31183,32527,32529,34652,35516,35800,35803,35863,39733,47577,47594,47980;10342:1:646;11060:10:3960,4317,6261,6438,7952,10685,10778,14013,14044,14283;11088:4:861,1464,2060,15976;10341:1:42947;11063:1:8449;11103:7:3761,4521,15801,15814,15832,15865,15890;10972:1:828;10379:10:19173,39761,39781,39849,42236,42573,42611,42707,43193,48419;10147:5:24742,53834,54139,54242,54249;10813:1:468;10350:1:42741;11112:1:864;10959:1:4986;10795:1:5875;11104:4:18759,18776,18790,18821;11064:1:1118;10150:1:12180;10151:1:59702;10555:1:11486;10743:2:20776,23949;10718:1:24285;10095:1:28893;10452:1:7653;10446:1:2808;10876:8:124,1275,2447,2477,7852,9638,11281,23688;11229:24:9385,9413,9512,9521,9604,9666,9869,22387,25743,28106,28138,28182,29067,29167,29234,29261,32015,33816,33846,37855,37973,38248,38542,38558;10321:2:469,1455;11017:1:36805;10727:1:33418;10451:3:5626,12703,14434;11217:1:31899;10121:1:12824;10875:1:4119;10861:24:38914,40609,40746,40763,41578,43404,43494,50789,52010,52564,52571,52577,52582,52585,52589,52593,52600,52606,52613,52618,52625,52629,52634,52641;10120:4:22460,22656,27061,27167;10444:1:207;10939:34:2075,4169,9474,12414,12455,12630,12746,12872,16077,16681,16703,16811,16827,16868,16906,16927,17207,21989,29745,30108,37907,37934,37957,38018,38057,42198,42221,50933,51263,51327,51328,51342,51352,62964;10534:2:3877,3908;10454:2:5005,23464;10483:1:29090;10871:4:963,2149,2179,2189;10694:2:14029,14037;10455:6:537,813,855,2170,16257,17432;10327:1:24253;11039:5:13629,36330,69729,69732,70690;10938:4:768,3153,4969,17684;10079:2:19151,19177;10721:5:1024,1053,1199,1230,1306;11173:2:7551,7929;10331:1:1952;10443:1:14127;11013:3:3511,38869,40516;10494:1:16869;10133:2:3460,6183;10669:5:5330,13184,21846,45240,59582;10872:2:3010,4820;10873:1:702;10640:1:29958;10898:1:14308;10132:6:13929,17583,18185,19078,19337,20094;10330:18:922,926,940,2056,3780,9949,10707,10837,10867,11075,12409,12565,32861,44202,54359,54778,59105,59293;10046:3:4570,8243,8746;11157:1:22492;11180:3:3997,30075,37476;10881:1:11316;10102:11:16018,16849,17028,17078,17125,17155,24997,25128,25154,25204,25215;10937:1:744;11168:1:774;11008:10:1797,4284,4336,4380,4492,4856,5932,6530,19528,19804;11222:1:1571;10128:2:40643,56955;10666:3:5094,5173,5176;10698:1:16400;11237:2:6661,6935;10883:1:37545;10471:1:27664;10459:5:1327,1389,1726,3218,8905;11155:1:27992;10920:9:7513,7553,8386,8586,9335,10962,17276,36058,36076;10918:1:7592;10924:4:27260,40718,48337,49119;11179:8:264,356,9290,9319,9623,9656,10146,11864;11019:1:17340;10893:2:14828,22043;10676:1:22115;10474:4:2284,22707,22716,22854;11018:5:38711,39407,39426,39512,40673;10700:3:3499,3594,42578;10099:2:2297,2317;10338:1:6670;10660:1:25534;10766:1:18475;12373:2:5215,13855;10835:1:56530;10161:1:36138;11243:2:2251,29073;11082:3:50084,67922,68304;10363:48:698,2212,3613,4945,5066,5117,5299,5777,12482,12783,13322,13953,14014,14087,14130,14284,14583,19540,19787,34755,34813,34844,36029,37541,37573,38016,38144,38157,41164,42374,42465,42742,42929,44919,45470,46756,46952,47061,47173,48000,48843,48934,49033,50940,53231,53305,53470,57250;10798:2:17136,34820;10995:12:343,3374,3410,3568,3935,4303,5500,7964,8142,9036,9441,33151;10765:2:6811,6822;10003:40:112,6296,6453,6874,6963,7782,8469,9475,10937,13073,13945,14918,16460,16646,17032,17197,17418,17554,17575,18834,19725,20225,20547,21013,21415,21462,21570,21635,21885,22104,22304,22964,23100,23307,23603,23698,24102,24127,24135,24158;10610:2:31491,35246;10748:1:1672;10984:6:33929,34188,36255,36375,42634,43738;10166:1:984;10371:3:2379,6885,6962;10588:1:1211;12374:1:4616;10577:1:35521;10946:2:415,1541;10993:4:3486,20019,36371,37250;11079:4:1129,19014,19598,37864;11086:3:3778,3876,9311;10617:1:672;10548:1:13804;11124:3:10846,10919,11111;11118:1:31478;10789:1:82
quaif 10675:1:2291
quaik 11097:1:3068
quail 10035:2:5558,5566;10960:1:2342;10974:2:8069,15211;12385:2:34159,47826;11061:1:14659;10800:7:82517,86580,96163,96169,97553,125718,170869;10626:1:26809;10356:1:17251;12384:1:253;10550:1:38685;10544:2:5328,5336;10222:2:19715,46400;10785:1:1081;10034:2:5397,5405;10008:1:16282;10036:3:2113,5419,5427;10750:1:2038;11102:2:540,4025;10234:1:1620;10803:2:16237,17136;10631:2:43489,49273;10619:2:12539,20429;10396:1:4813;10341:1:41196;11117:2:11177,16275;10962:1:4604;10023:1:752;10037:1:11494;10751:2:5092,5650;10033:2:5558,5566;10769:2:5881,43179;10219:1:25434;10345:1:40664;11073:3:279,280,289;10387:1:16007;10032:2:5297,5305;10742:1:99;10030:2:2158,2176;10756:1:14075;10226:2:8761,14576;10540:2:1728,2553;10554:2:8871,24526;11110:1:4355;10391:2:4941,5415;10636:5:234,63580,64018,113321,134473;10144:2:5456,5464;10421:1:27046;10596:1:14368;10555:1:58513;10970:1:4759;10958:1:7268;10019:2:5670,5678;10031:1:21311;10056:1:14599;10081:1:18792;10095:1:26325;10136:19:1392,4919,6891,94547,95073,113312,114393,114720,114722,114752,114753,114754,114799,116932,116933,116942,187271,194422,194565;10877:1:10310;10692:1:55931;10876:2:4055,12279;11229:1:4973;10484:1:18104;11017:2:40563,46384;10294:2:1405,1413;10445:5:3875,33841,33846,35144,35727;11203:2:20034,36937;10647:1:12973;10848:1:16309;10336:5:3785,19884,23721,50628,50640;10478:1:22581;11160:4:12342,12345,12358,47985;10929:1:16609;10722:1:8883;11170:1:19405;10454:2:1405,22125;11010:1:67129;10483:2:28692,35681;10695:2:12294,21284;10871:1:3781;10131:1:4550;10509:4:8909,27887,29988,35106;10521:1:16372;10938:3:5704,50458,60208;10092:2:5277,5285;10051:1:12245;10047:4:4925,4929,5876,5884;10912:1:2769;11173:1:10260;10292:2:5213,5221;11013:5:5731,8553,25935,26000,26577;10899:1:15016;10669:1:1532;10867:2:23429,24416;10873:1:1722;10640:1:20392;10132:1:7840;11166:1:11209;10091:2:5353,5361;10085:1:8735;10720:2:2659,40734;11157:1:16561;11221:3:11396,35392,43138;10857:1:17729;10472:1:22686;11022:1:1407;10328:1:4396;10935:1:16643;11020:1:3403;10458:1:2459;10128:2:13387,57295;10699:1:11608;10854:1:19505;10471:1:3003;11021:1:2276;11196:1:15228;10920:1:23151;10934:2:5705,5713;10918:1:2831;10267:1:992;10461:3:11363,13235,18064;10449:1:10976;10105:2:5185,5193;10887:2:28425,28601;10892:2:38348,48707;11226:1:3370;10138:12:21599,22552,22572,22600,22655,22674,22760,22776,22847,22853,22912,22930;10104:2:5476,5484;10460:1:7276;10064:11:1104,8298,11763,22070,37743,38168,45338,54796,70722,77202,83561;10066:1:24409;10700:1:55697;10072:1:24596;10099:1:15679;10933:2:5646,5654;10489:1:42189;10106:2:5460,5468;11230:1:12550;11225:1:4211;10661:1:11723;10107:1:717;11184:1:1083;10932:7:2143,9611,9634,17659,41101,42076,42538;10766:1:46429;10014:2:5842,5850;11134:1:22831;12373:1:19932;11068:1:5545;10404:1:4284;10148:1:7007;11242:2:9019,18598;10613:1:13044;11243:2:57456,57465;10149:1:27601;11082:1:22716;10388:1:10738;10363:1:30599;10217:15:2429,2452,2472,2714,3599,4128,5152,8253,8933,8941,8951,9040,9118,14058,14700;12372:3:1065,6384,30436;10954:2:3136,10179;10940:7:18518,22464,22469,26883,27009,27168,28003;10015:2:5318,5326;10017:2:5302,5310;10765:1:24923;11137:1:31271;11123:4:41885,49656,53316,54693;10201:2:8127,32359;10375:1:22817;11080:1:8654;11241:1:1234;10162:1:6417;10360:1:512;11122:1:61637;10016:2:6014,6022;10012:5:1197,14890,26166,31489,40100;10760:8:8437,8687,12208,12938,15928,16655,17139,17611;10947:3:8821,18603,40859;10364:1:7610;10358:4:9567,11686,14883,18453;11091:2:1144,2767;10600:1:53409;10614:1:3338;11250:1:33657;11251:1:39369;10371:1:14391;11127:1:10124;10991:1:19689;10761:1:10664;10763:3:9181,17806,17852;10011:5:11106,11108,12072,12075,12085;10039:1:15676;10944:1:6678;10213:1:20747;10549:1:24570;11086:1:98;10165:7:52055,54600,54756,54814,58562,60724,60726;11247:2:3936,7599;10818:27:573,574,576,12599,12739,14823,17770,22512,22513,22515,22698,22699,22764,22766,22789,22809,22822,22886,22892,22921,22951,22969,22970,22983,34709,37960,42782;11087:1:1984;10372:3:456,2780,31782;10212:1:5302;10560:2:3017,41835;10945:1:9072;10038:1:46783
quaileth 10328:1:3730
quailliel 10636:1:43101
quain 10020:1:12619
quaint 10009:1:7061;10021:4:1465,1470,1691,6904;10960:2:3074,15325;10974:3:647,5531,9537;11101:1:14495;11115:1:18298;10545:1:43906;12385:1:2034;10592:1:8763;11061:2:15225,20737;10343:7:14303,27982,32589,33409,69832,73029,77157;10380:2:516,29151;10141:2:728,2993;10814:3:142,3251,24165;10800:3:355,1645,149428;10801:1:35455;10626:3:6224,7231,14473;11060:1:7879;10418:8:889,1319,6717,10829,13365,14453,19982,20267;11128:1:6805;10550:4:1502,2557,28695,36153;10578:1:10471;11100:1:4056;10949:11:1227,1975,2160,2521,3447,4077,6372,6441,6674,12503,15610;10020:6:1984,2881,3506,4688,8530,13502;10008:2:6509,24880;10778:2:1692,4577;10988:1:560;11116:1:7038;12386:1:17702;10585:1:14800;10432:2:9259,12275;10624:1:12429;10803:1:49170;10631:9:1407,27099,32591,46789,61472,61736,72424,72973,74104;11249:4:3025,5128,7991,8053;10396:1:1787;10382:1:4281;10433:1:19520;10369:2:1685,54746;11077:1:515;10221:1:3077;11103:4:7054,19664,20302,25363;10962:1:3495;10023:2:9864,10857;10037:2:7306,21683;10751:4:1769,2487,3940,8575;10769:9:9308,18656,19318,23561,28003,28361,37595,38760,39155;10972:4:8348,8405,9926,24808;10543:2:95,188;11113:1:7046;10219:1:28529;12383:5:9019,12945,17306,35994,50186;10594:1:1394;10379:3:13430,19070,19072;10392:3:15222,16172,35948;10621:2:3625,16612;10147:3:35462,62573,62695;10609:3:66987,67022,71472;10812:2:270,5138;10813:1:2465;11106:2:9832,10666;10542:1:17716;10224:9:1849,4639,4647,5140,7597,7904,8035,8366,8675;10556:1:406;10797:4:2041,2348,5628,26979;10026:1:953;10756:1:12394;10959:1:11986;10795:7:584,1177,4292,6769,9539,9776,10381;10540:8:888,3861,3948,13803,14059,14712,15027,26883;10554:2:14246,14247;12380:2:12542,25550;10597:2:11294,11490;11064:2:3487,3593;10391:2:3608,24230;10636:5:6958,29655,30982,31918,134020;10150:4:2581,2660,4824,4899;10810:2:1836,20996;10151:3:2171,25088,35863;10421:4:7235,23804,29267,32503;10435:3:16880,17313,27057;10596:2:1304,3233;10958:6:1278,8124,8937,13151,13874,15079;10031:6:3222,3615,6245,25369,25373,25397;10718:4:1328,2018,4817,23226;10042:5:4595,6099,6155,6599,26696;10730:2:3758,4675;10095:1:26155;10268:5:2000,8985,9717,14948,16267;11016:4:4154,7226,8069,13061;10452:1:23052;10320:1:6166;10136:6:7925,75149,76104,82621,86181,197895;11228:1:14148;10122:1:3118;10877:2:8412,10324;10876:1:20535;10123:1:11353;11229:3:16706,30378,35537;10447:9:910,4188,5213,5327,5901,6952,7051,8805,8828;10321:1:9907;10335:1:7514;10453:1:63197;11017:3:2322,13137,22962;11177:2:3562,4441;10094:1:24409;10041:4:3174,6797,9555,21709;10928:1:4214;10519:6:2661,3931,6157,8058,11511,27390;10294:1:1412;10479:12:5906,6412,9377,9644,16975,17681,20287,21773,30801,34296,36464,40758;10451:1:77338;11029:2:11512,23001;11217:2:7567,7572;10135:2:2498,2716;10848:1:2022;10691:1:290;10875:1:927;10134:1:17438;10120:1:30051;11216:2:314,1761;10336:1:16370;11028:1:21140;10322:2:3105,7144;11014:3:742,14532,15817;10518:2:4699,4781;11160:23:756,948,2413,2718,2897,2958,3724,5670,6493,6821,16456,17467,18853,18958,20272,21755,22017,22103,23616,26361,29249,36310,43121;11174:1:7642;10901:3:2334,2487,2979;10068:4:1604,10061,10753,12306;10044:1:17370;10093:1:1077;10939:1:53618;10905:1:5585;11158:2:18043,35041;11170:5:100,389,1350,15843,33099;10291:3:668,7938,13759;10454:2:2620,23032;11010:3:45014,53791,91123;10468:1:15810;10483:1:6516;10124:2:4593,12348;10642:1:18513;10656:2:32540,36855;10130:3:2246,75763,75897;10118:1:14034;11212:6:139,28814,40436,44163,48579,59582;10695:2:16860,31427;10865:1:17420;10870:1:1765;10125:5:753,875,986,3746,10281;10643:2:7073,37841;10496:1:27729;10482:1:16705;11011:2:2145,2780;10455:8:4903,8519,11333,15656,16545,17238,25369,38174;10441:1:12671;10327:5:1244,14497,14506,16044,24999;11159:5:821,13243,15397,18350,33107;10938:6:864,8817,13793,19417,30682,31259;10079:4:4444,7857,11374,12288;10045:2:5580,8253;10047:1:1097;10251:1:14755;11173:10:19585,19630,20532,20565,21070,21448,21886,21959,21984,28673;10331:3:583,3872,5198;10443:1:5763;11013:3:1208,17824,36269;11007:1:2361;10899:4:2819,4212,7940,9339;10127:2:1176,10192;10669:15:8921,9176,9178,19772,22575,25903,26966,30345,30347,34730,39808,42650,42813,47941,48907;10867:2:14046,16284;10126:9:2168,8364,8684,9471,11722,12051,15354,15912,16849;10132:5:6115,11220,25765,31713,39424;11012:1:2214;10456:3:14246,26830,33245;10913:1:4515;10077:2:19224,19757;10922:5:3699,6109,12898,13009,16887;11143:1:16152;11157:3:3995,4575,8191;10513:1:2332;10315:1:1465;10467:4:10257,11648,12489,14442;11221:10:16303,18863,22160,28217,33039,33138,43404,44510,46697,50847;10103:2:48779,50091;10857:5:2412,19791,33563,41506,41952;10102:2:5334,6008;10670:1:9212;10658:1:23846;10880:2:3490,5156;10466:1:1106;10314:4:1109,3241,11246,12334;10328:2:4527,7504;11142:1:162;10089:1:7564;10921:1:17851;11154:4:224,6630,7055,20670;11020:1:10515;11008:7:1113,7412,10471,12507,17237,22797,30576;10882:5:969,4943,6670,11579,18537;10100:1:2281;10672:3:1657,2575,7763;10699:2:23026,28792;10869:1:11665;10854:3:1902,15502,26537;10667:5:5199,5705,12437,21882,30422;10471:1:12513;10465:1:8601;10459:3:1949,4361,4980;11196:7:5598,17497,28453,28545,28638,30825,31802;10511:1:1242;11141:2:9492,18695;11155:1:12019;10920:9:2564,12075,12657,13486,18250,27288,27329,27782,39839;10049:1:6869;10071:6:311,464,6002,10749,11092,13455;10703:1:73767;10059:3:1674,12986,19670;10918:2:775,1709;10924:6:2365,17163,20163,22335,32347,39254;11179:3:583,5471,6840;11145:2:19008,19070;11031:5:3843,4986,8514,11425,18854;10449:1:2398;10111:1:27374;10887:2:10450,23262;10688:3:2924,12111,18161;10851:5:14850,18351,49441,62974,64069;10892:4:14282,24104,32260,60360;11232:3:6911,12069,14794;10138:2:6885,10686;10886:1:794;10676:1:10007;10110:2:14859,24903;10662:15:1416,5818,11627,12207,26091,28870,29631,29832,35415,39299,40000,40885,45162,47942,50155;11018:1:22839;10925:1:14029;10058:1:18178;10064:1:20811;10700:2:4224,30117;10728:2:137,560;11146:5:334,2075,17878,20467,36451;10476:13:1109,1145,2532,2766,2866,3669,7088,7949,10947,11126,13208,25007,27462;10489:1:36537;10112:2:2093,8978;10106:1:541;10648:2:8003,28904;10847:1:7770;10649:2:8015,9469;10891:2:11781,16722;10675:2:10472,17865;10463:1:6790;10477:1:13460;11153:1:795;10926:4:8724,9645,11687,34490;12373:5:2760,4053,21014,30100,30479;10202:1:3630;10216:4:263,1214,3275,10842;10438:1:26225;10410:2:11468,15504;11068:17:6319,9120,10331,10750,11248,15520,21562,22123,22579,23063,24341,28135,28716,29412,30929,30979,31317;10376:2:5346,6742;10404:1:22637;10148:2:23387,30286;11242:4:3374,13425,21042,51986;10606:1:29239;10161:1:35807;11243:2:3236,6802;11257:1:1070;10388:2:10233,10360;10363:6:565,10657,34821,41190,42296,57289;10439:1:1201;10217:1:11925;12372:1:29973;10798:1:25098;10940:1:5930;10997:1:33136;10029:1:2992;10995:8:4789,6861,9999,13075,16395,28180,32109,36622;11123:1:49302;11057:1:977;10375:7:2266,2486,5087,16865,16896,20888,27531;11094:1:4926;11255:1:15712;10605:1:9649;10610:4:33982,39567,39645,43723;10638:1:17002;10360:4:9188,12123,22026,28530;11122:4:11173,43428,58648,63800;10957:4:1484,4877,6336,15043;10002:2:149,1610;10980:1:32362;10012:1:30820;10760:2:187,13959;10947:10:11626,13934,31548,32052,32188,33337,33558,34044,34576,34668;10210:1:175;10576:1:5313;11126:6:11388,11833,12480,18674,23140,23218;10364:6:3999,7568,8885,18644,27980,29696;10402:1:21342;10370:1:8689;11052:2:7710,44698;11085:4:7838,11755,11896,18441;11091:2:9677,10884;10166:1:22807;11250:3:10453,19697,19718;10832:4:6173,7661,11240,15061;10826:12:415,639,1282,1381,1597,1814,2456,5236,7996,8130,8441,9301;11251:4:1076,2010,28853,47582;11245:1:3323;10601:1:4777;10359:5:3684,4427,4745,11439,11619;10588:9:2016,5464,6055,9146,12122,12578,13598,16740,18906;12374:4:2824,5810,19915,22795;10211:1:9515;10577:2:4358,5816;10991:6:11617,22911,23010,23191,27098,27251;10007:2:280,9366;10761:4:1355,10448,13085,18784;10777:1:1229;10039:2:34474,55044;10993:1:13667;10978:6:8325,9795,10945,20494,20887,27737;10944:9:4121,4248,6789,11495,12052,13165,13830,17089,19690;10213:1:8927;10549:1:9677;11045:1:17098;10398:1:2294;11086:1:13840;10617:3:3939,5044,5871;10165:1:28579;10818:9:1535,3031,11579,13446,19219,25139,38566,42010,43543;11087:2:18167,26254;11093:1:22461;10372:1:5053;11124:9:859,2986,6838,16336,20827,20930,21021,21881,21912;11118:1:24161;10762:1:15998
